estado;alta;ruc;cliente;ubigeo;direccion;tamaño;actividad;ms_us;latitud;longitud
Vigente;2/12/2025;20601019869;INFOCORE S.A.C.;Lima Lima San Miguel;AVENIDA MALECON JUAN BERTOLOTTO 752 URBANIZACION SAN MIGUEL (SAN MIGUEL, LIMA, LIMA)EDIFICIO BERTOLOTTO 750 - 760 TORRE 4  PISO 2  DPTO/INTERIOR 211;Micro Empresa;ESTUDIOS DE MERCADO Y ENCUESTAS DE OPINION PUBLICA;MS;-12.09153536;-77.082942
Vigente;26/11/2025;20602283632;PANADERIA Y PASTELERIA A C S.A.C.;Lima Lima San Juan de Lurigancho;AV. LAS PALMERAS MZA. R1 LOTE. I (SUBLOTE I) LIMA - LIMA - SAN JUAN DE LURIGANCHO;Pequeña Empresa;ELABORACION DE PRODUCTOS DE PANADERIA;US;-11.977281;-76.995621
Vigente;28/11/2025;20209594529;R M SOC RESPONSABILIDAD LIMITADA;CALLAO CALLAO LA PERLA;CALLE GRITO DE HUAURA 583 URBANIZACION SIMA (LA PERLA, CALLAO, CALLAO);Micro Empresa;VENTA AL POR MAYOR NO ESPECIALIZADA;US;-12.06704534;-77.11064283
Vigente;25/11/2025;20420233966;LOGISTAS SERVICIOS S.A.C.;Lima Lima Pueblo Libre;JR. CASTILLA NRO. 1630;Micro Empresa;TRANSPORTE DE CARGA POR CARRETERA;MS;-12.082706;-77.070436
Vigente;26/11/2025;20614199106;POSTRES PIEROS E.I.R.L.;Lima Lima Magdalena del Mar;JIRON CORONEL FRANCISCO BOLOGNESI 298 - EX. JR. ENRIQUE LLOSA 298 ORBEA (MAGDALENA DEL MAR, LIMA, LIMA);Pequeña Empresa;VENTA AL POR MENOR DE ALIMENTOS EN COMERCIOS ESPECIALIZADOS;MS;-12.09234619;-77.07060456
Vigente;26/11/2025;20614199106;POSTRES PIEROS E.I.R.L.;Lima Lima Lince;AVENIDA GENERAL ANTONIO ALVAREZ DE ARENALES 2001 (LINCE, LIMA, LIMA);Pequeña Empresa;VENTA AL POR MENOR DE ALIMENTOS EN COMERCIOS ESPECIALIZADOS;MS;-12.0849396;-77.03552127
Vigente;26/11/2025;20614199106;POSTRES PIEROS E.I.R.L.;Lima Lima Ate;AVENIDA LOS QUECHUAS 300 SALAMANCA DE MONTERRICO (ATE, LIMA, LIMA);Pequeña Empresa;VENTA AL POR MENOR DE ALIMENTOS EN COMERCIOS ESPECIALIZADOS;MS;-12.07406014;-76.9866836
Vigente;11/12/2025;20536481771;CORPORACION RAULETTI SOCIEDAD ANONIMA CERRADA . .;Lima Lima Los Olivos;AV. DOS DE OCTUBRE MZ. J LT.22 SECCION 1 URBANIZACIÓN SANTA ANA - EX AVENIDA CONFRATERNIDAD 179 SANTA ANA MZ J LT 22 (LOS OLIVOS, LIMA, LIMA);Mediana Empresa;ELABORACION DE PRODUCTOS DE PANADERIA;MS;-11.94895145;-77.08034635
Vigente;27/11/2025;20609623021;BETTER COMMERCE S.A.C.;Lima Lima Santiago de Surco;CLUB GOLF LOS INCAS 206 LOS JADES  101 (SANTIAGO DE SURCO, LIMA, LIMA)EDIFICIO TORRE 1 GOLF DE LOS INCAS TORRE 1  PISO 1  DPTO/INTERIOR 101;Micro Empresa;VENTA AL POR MAYOR DE OTROS ENSERES DOMESTICOS;US;-12.080971;-76.966516
Vigente;27/11/2025;20537953749;CONSULTORES ASOCIADOS JCAN S S.A.C.;Lima Lima San Juan de Lurigancho;EDUARDO DE LA PINELLA MZ C7 LT 13 (SAN JUAN DE LURIGANCHO, LIMA, LIMA);Micro Empresa;ACTIVIDADES DE CONSULTORIA DE GESTION;US;-11.96976532;-76.99135778
Vigente;1/12/2025;20126841699;CHIRAPAQ CENTRO DE CULTURAS INDIGENAS DEL PERU . .;LIMA LIMA JESUS MARIA;JIRON LOS MOGABUROS 223 - DPTO 401 (JESUS MARIA, LIMA, LIMA);Pequeña Empresa;ACTIVIDADES DE OTRAS ASOCIACIONES NO CLASIFICADOS PREVIAMENTE;US;-12.06637868;-77.04412096
Vigente;2/12/2025;20608421522;GRUPO CP ASOCIADOS E.I.R.L.;LA LIBERTAD TRUJILLO TRUJILLO;CALLE 10 SAN ISIDRO ETAPA 1 FASE 2 MZ O LT 2 (TRUJILLO, TRUJILLO, LA LIBERTAD);Micro Empresa;OTRAS ACTIVIDADES DE TELECOMUNICACIONES;US;-8.092914402;-79.0466307
Vigente;27/11/2025;20614951681;BUENO SALUD E.I.R.L.;Lima Lima Lince;AVENIDA GENERAL ANTONIO ALVAREZ DE ARENALES 1912 (LINCE, LIMA, LIMA)EDIFICIO FLAT BEEHIVE I TORRE 1  PISO 5  DPTO/INTERIOR 501;Micro Empresa;VENTA AL POR MENOR DE OTROS PRODUCTOS NUEVOS EN COMERCIOS ESPECIALIZADOS;US;-12.08395316;-77.03589395
Vigente;27/11/2025;20348293223;VERGARA S.A.;LIMA LIMA SAN MARTIN DE PORRES;AVENIDA ENRIQUE FERMI 416 URBANIZACION FIORI (SAN MARTIN DE PORRES, LIMA, LIMA);Micro Empresa;VENTA AL POR MAYOR NO ESPECIALIZADA;US;-12.01221119;-77.05796618
Vigente;28/11/2025;20613515535;ROOM INMOBILIARIA S.A.C.;LIMA LIMA LIMA;AVENIDA TINGO MARIA 383 CHACRA COLORADA (LIMA, LIMA, LIMA);Pequeña Empresa;ACTIVIDADES INMOBILIARIAS REALIZADAS CON BIENES PROPIOS O ARRENDADOS;US;-12.05120867;-77.05459332
Vigente;26/11/2025;20536876953;REWARDS PERU S.A.C.;Lima Lima Lince;AVENIDA RICARDO RIVERA NAVARRETE 395 URBANIZACION SAN EUGENIO (LINCE, LIMA, LIMA)EDIFICIO T-TOWER TORRE 1  PISO 2  DPTO/INTERIOR 204;Pequeña Empresa;PUBLICIDAD;US;-12.09123063;-77.02700179
Vigente;25/11/2025;20609683946;PROMOTORA ALBASUR SOCIEDAD ANONIMA CERRADA;LIMA LIMA JESUS MARIA;AVENIDA REPUBLICA DE CHILE 641 PISO 2 JESUS MARIA;Pequeña Empresa;CONSTRUCCION DE EDIFICIOS;MS;-12.07097498;-77.03869744
Vigente;25/11/2025;20609683946;PROMOTORA ALBASUR SOCIEDAD ANONIMA CERRADA;LIMA LIMA JESUS MARIA;AVENIDA REPUBLICA DE CHILE 641 PISO 3 JESUS MARIA;Pequeña Empresa;CONSTRUCCION DE EDIFICIOS;MS;-12.07097498;-77.03869744
Vigente;25/11/2025;20611390000;YANGZHOU RONGFEI CONSTRUCTION ENGINEERING CO. SUCURSAL DEL PERU . .;Lima Lima San Juan de Lurigancho;JIRON TERRENO ENRIQUE MONTENEGRO MZ H LT 1  AA.HH ENRIQUE MONTENEGRO(SAN JUAN DE LURIGANCHO, LIMA, LIMA);Gran Empresa;CONSTRUCCION DE EDIFICIOS;US;-11.93842405;-76.97045299
Vigente;25/11/2025;20548569622;CLEMENTINE PERU SOCIEDAD ANONIMA CERRADA;Lima Lima Miraflores;AV. ANGAMOS OESTE NRO. 1371 URB. CHACARILLA SANTA CRUZ SANTA ISABEL LIMA - LIMA - MIRAFLORES;Pequeña Empresa;VENTA AL POR MAYOR DE PRODUCTOS TEXTILES PRENDAS DE VESTIR Y CALZADO;US;-12.11248728;-77.04257086
Vigente;25/11/2025;20604495700;DICALI PERU E.I.R.L.;LIMA LIMA SAN MARTIN DE PORRES;CAL. MZA. Q LOTE. 13 COO. SANTA APOLONIA LIMA - LIMA - SAN MARTIN DE PORRES;Micro Empresa;TRANSPORTE DE CARGA POR CARRETERA;US;-12.004208;-77.092307
Vigente;25/11/2025;20609786915;M A STAR S.A.C.;Lima Lima Ate;CALLE CENTRAL NRO. 702 URB. VITARTE CENTRAL  ATE;Micro Empresa;ACTIVIDADES DE TELECOMUNICACIONES INALAMBRICAS;MS;-12.02431675;-76.91547705
Vigente;26/11/2025;20609786915;M A STAR S.A.C.;Lima Lima El Agustino;AVENIDA MARISCAL JOSE MARIANO DE LA RIVA AGUERO 1894  (EL AGUSTINO, LIMA, LIMA);Micro Empresa;ACTIVIDADES DE TELECOMUNICACIONES INALAMBRICAS;MS;-12.04033133;-76.99748371
Vigente;25/11/2025;20609786915;M A STAR S.A.C.;Lima Lima Ate;ASOCIACION HIJOS DE APURIMAC ETAPA 1 MZ P LT 20 (ATE, LIMA, LIMA);Micro Empresa;ACTIVIDADES DE TELECOMUNICACIONES INALAMBRICAS;MS;-12.02218618;-76.87268396
Vigente;25/11/2025;20609786915;M A STAR S.A.C.;Lima Lima La Molina;AV LOS OLIVOS  MZ S LT 4 ASENTAMIENTO HUMANO LA VIÑA ALTA (LA MOLINA, LIMA, LIMA);Micro Empresa;ACTIVIDADES DE TELECOMUNICACIONES INALAMBRICAS;MS;-12.09664309;-76.94062896
Vigente;26/11/2025;20609786915;M A STAR S.A.C.;Lima Lima San Juan de Lurigancho;AV GENERAL JOSE DE SAN MARTIN  MZ H LT 1 ASENTAMIENTO HUMANO ARENAL ALTO (SAN JUAN DE LURIGANCHO, LIMA, LIMA);Micro Empresa;ACTIVIDADES DE TELECOMUNICACIONES INALAMBRICAS;MS;-11.98010432;-76.98691266
Vigente;27/11/2025;20609786915;M A STAR S.A.C.;Lima Lima Ate;CALLE 24  MZ F2 LT 23A ASOCIACION HIJOS DE APURIMAC ETAPA 2  (ATE, LIMA, LIMA);Micro Empresa;ACTIVIDADES DE TELECOMUNICACIONES INALAMBRICAS;MS;-12.01972958;-76.87139448
Vigente;26/11/2025;20609786915;M A STAR S.A.C.;Lima Lima San Juan de Lurigancho;ASENTAMIENTO HUMANO CRUZ DE MOTUPE GRUPO 7 MZ C LT 14 (SAN JUAN DE LURIGANCHO, LIMA, LIMA);Micro Empresa;ACTIVIDADES DE TELECOMUNICACIONES INALAMBRICAS;MS;-11.93802975;-76.9779923
Vigente;26/11/2025;20609786915;M A STAR S.A.C.;Lima Lima San Juan de Lurigancho;MALECON MIGUEL CHECA EGUIGUREN 393 URBANIZACION ZARATE (SAN JUAN DE LURIGANCHO, LIMA, LIMA);Micro Empresa;ACTIVIDADES DE TELECOMUNICACIONES INALAMBRICAS;MS;-12.02944611;-77.00721684
Vigente;26/11/2025;20613455273;INVERSIONES KURKURPATA S.A.C.;CALLAO CALLAO LA PERLA;CALLE FELIPE PINGLO ALVA 103 URBANIZACION TOMAS BATA (LA PERLA, CALLAO, CALLAO);ND;ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS;US;-12.06777956;-77.11064744
Vigente;25/11/2025;20511864195;GLORIA CATERING Y SERVICIOS EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;Lima Lima Santiago de Surco;JIRON SOLDADO FRANCISCO LA ROSA MZ: J LT: 6 URBANIZACION LOS VIÑEDOS DE SURCO, SANTIAGO DE SURCO;Pequeña Empresa;OTRAS ACTIVIDADES DE SERVICIO DE COMIDAS;US;-12.16196325;-76.99101395
Vigente;25/11/2025;20330799073;CECHRIZA S.A.C.;Lima Lima San Borja;AV. SAN LUIS NRO 2930 PISO 1 URB. LAS BEGONIAS;Mediana Empresa;VENTA AL POR MAYOR NO ESPECIALIZADA;US;-12.106554;-76.992506
Vigente;28/11/2025;20614469332;QAYA FOODS S.A.C.;Lima Lima Miraflores;AVENIDA ERNESTO DIEZ CANSECO 333 URB. PROGRESO LIMA - LIMA - MIRAFLORES;ND;OTRAS ACTIVIDADES DE VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS;US;-12.12228492;-77.02744688
Vigente;26/11/2025;20602913016;KALDI INVERSIONES S.A.C.;Lima Lima San Isidro;AVENIDA DEL PARQUE SUR 185 CORPAC (SAN ISIDRO, LIMA, LIMA);Pequeña Empresa;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;US;-12.10233322;-77.01576948
Vigente;26/11/2025;20602913016;KALDI INVERSIONES S.A.C.;Lima Lima Surquillo;AVENIDA PASEO DE LA REPUBLICA 4445 (SURQUILLO, LIMA, LIMA);Pequeña Empresa;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;MS;-12.109771;-77.025927
Vigente;25/11/2025;20534733420;JOSUF TRADING SOCIEDAD DE RESPONSABILIDAD LIMITADA;Lima Lima San Juan de Lurigancho;AVENIDA EL SOL 460 URBANIZACION SAN CARLOS (SAN JUAN DE LURIGANCHO, LIMA, LIMA);Pequeña Empresa;VENTA AL POR MAYOR DE PRODUCTOS TEXTILES PRENDAS DE VESTIR Y CALZADO;US;-11.98538494;-77.00536269
Vigente;27/11/2025;20606487313;LABORATORIOS ORGANIC SNATURAL SOCIEDAD ANONIMA CERRADA;Lima Lima Chorrillos;JIRON VICTOR HUMAREDA 127 URBANIZACION SANTA LEONOR ETAPA 2 (CHORRILLOS, LIMA, LIMA);Pequeña Empresa;ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS NO CLASIFICADOS PREVIAMENTE;US;-12.18143153;-77.00855979
Vigente;29/11/2025;20131301244;ESTACION DE SERVICIO PONCE S.R. LTDA.;Lima Lima San Juan de Lurigancho;CALLE LOS ALAMOS EL VALLE ETAPA 3 MZ C LT 25 (SAN JUAN DE LURIGANCHO, LIMA, LIMA);Pequeña Empresa;VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHICULOS AUTOMOTORES EN COMERCIOS ESPECIALIZADOS;US;-12.02044688;-76.95802523
Vigente;26/11/2025;20546435602;PROYECTOS DE INGENIERIA ELECTROMECANICA MONTAJE Y CONSTRUCCIONES SOCIEDAD ANONIMA CERRADA;LIMA LIMA SAN MARTIN DE PORRES;CALLE HUANDOY 2199 SEÑOR DE LOS MILAGROS MZ L LT 19 (SAN MARTIN DE PORRES, LIMA, LIMA);Pequeña Empresa;REPARACION DE PRODUCTOS ELABORADOS DE METAL;US;-12.01219777;-77.08819442
Vigente;1/12/2025;20608811321;ARANSIC SOCIEDAD ANONIMA CERRADA;Lima Lima Miraflores;CALLE GENERAL MIGUEL IGLESIAS 701 URBANIZACION CERCADO DE MIRAFLORES (MIRAFLORES, LIMA, LIMA);Micro Empresa;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;MS;-12.11302286;-77.0381297
Vigente;1/12/2025;20613029100;LIMANAGUA S.A.C.;Lima Lima San Isidro;AVENIDA LA REPUBLICA 412   (SAN ISIDRO, LIMA, LIMA);Micro Empresa;ELABORACION DE PRODUCTOS DE PANADERIA;MS;-12.10132971;-77.03591703
Vigente;13/12/2025;20555413026;YAKU CONSULTORES S.A.C.;Lima Lima San Isidro;AVENIDA JOSE GALVEZ BARRENECHEA 234 URBANIZACION CORPAC (SAN ISIDRO, LIMA, LIMA);Pequeña Empresa;ACTIVIDADES DE CONSULTORIA DE GESTION;US;-12.09276626;-77.01383129
Vigente;1/12/2025;20609994861;BODEGA DEL BARRIO S.A.C.;Lima Lima Miraflores;CALLE JOSE GABRIEL CHARIARSE 398 SAN ANTONIO (MIRAFLORES, LIMA, LIMA);Micro Empresa;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;MS;-12.12812242;-77.02156703
Vigente;26/11/2025;20613822730;INVERSIONES SIFU S.A.C.;Lima Lima Miraflores;CALLE JOSE GONZALES 473 CERCADO DE MIRAFLORES (MIRAFLORES, LIMA, LIMA);Micro Empresa;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;US;-12.128453;-77.030201
Vigente;21/11/2025;20606878975;GRUPO JADI S.A.C.;Lima Lima Comas;CALLE H MZ I LOTE 21 URB. PRO INDUSTRIAL LIMA - LIMA. SAN MARTIN DE PORRES;Pequeña Empresa;VENTA AL POR MAYOR NO ESPECIALIZADA;MS;-11.92037;-77.072607
Vigente;24/11/2025;20509528510;CAPITAL HUMANO Y SOCIAL ALTERNATIVO;Lima Lima Miraflores;CALLE ALFEREZ ALFREDO SALAZAR 225 SANTA CRUZ (MIRAFLORES, LIMA, LIMA);Pequeña Empresa;ACTIVIDADES DE OTRAS ASOCIACIONES NO CLASIFICADOS PREVIAMENTE;MS;-12.11038972;-77.03868628
Vigente;24/11/2025;20614640881;FRUTOS AROMATICOS RETAIL S.A.C.;Lima Lima La Victoria;AVENIDA ISABEL LA CATOLICA 1880 URBANIZACION SAN PABLO (LA VICTORIA, LIMA, LIMA);ND;VENTA AL POR MAYOR DE ALIMENTOS BEBIDAS Y TABACO;US;-12.06786245;-77.00973558
Vigente;22/11/2025;20125474129;INVERSIONES KIMER S.R.LTDA.;Lima Lima Santiago de Surco;AVENIDA ALFREDO BENAVIDES 3525 (SANTIAGO DE SURCO, LIMA, LIMA);Mediana Empresa;OTRAS ACTIVIDADES DE SERVICIOS FINANCIEROS EXCEPTO LAS DE SEGUROS Y FONDOS DE PENSIONES NO CLASIFICADOS PREVIAMENTE;MS;-12.128575;-76.999162
Vigente;22/11/2025;20125474129;INVERSIONES KIMER S.R.LTDA.;Lima Lima Lince;AV ARENALES 2365 (LINCE, LIMA, LIMA);Mediana Empresa;OTRAS ACTIVIDADES DE SERVICIOS FINANCIEROS EXCEPTO LAS DE SEGUROS Y FONDOS DE PENSIONES NO CLASIFICADOS PREVIAMENTE;MS;-12.087835;-77.035038
Vigente;24/11/2025;20613265172;360 FITNESS CENTER PERU E.I.R.L.;Lima Lima La Molina;AVENIDA LOS CONSTRUCTORES 1272 URBANIZACION COVIMA (LA MOLINA, LIMA, LIMA);Micro Empresa;GESTION DE INSTALACIONES DEPORTIVAS;US;-12.06208558;-76.94474754
Vigente;25/11/2025;20563531356;REPRESENTACIONES MEDICAS BIOMED S.A.C.;Lima Lima Miraflores;CAL.SAN MARTIN NRO. 897A URB. LEURO (AL FRENTE DE MAPFRE) LIMA - LIMA - MIRAFLORES;Pequeña Empresa;OTRAS ACTIVIDADES DE VENTA AL POR MENOR NO REALIZADAS EN COMERCIOS PUESTOS DE VENTA O MERCADOS;US;-12.12777169;-77.02472227
Vigente;24/11/2025;20604861111;COMPANIA NAVIERA DEL PERU SOCIEDAD ANONIMA CERRADA;Lima Lima Miraflores;AVENIDA ALFREDO BENAVIDES 2979 URBANIZACION ALEXANDER VON HUMBOLDT (MIRAFLORES, LIMA, LIMA)EDIFICIO SQUARE BOUTIQUE TORRE 1  PISO 10  DPTO/INTERIOR 1001;Pequeña Empresa;TRANSPORTE DE CARGA MARITIMO Y DE CABOTAJE;US;-12.1283173;-77.00415001
Vigente;22/11/2025;20601628148;KD INGENIERIA Y CONSTRUCCION SOCIEDAD ANONIMA CERRADA;Lima Lima Miraflores;CALLE LOS PINOS 190 URBANIZACION CERCADO DE MIRAFLORES (MIRAFLORES, LIMA, LIMA);Micro Empresa;CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL;US;-12.12400732;-77.03076212
Vigente;24/11/2025;20614340089;QALLA GESTION INMOBILIARIA S.A.C.;Lima Lima San Isidro;CALLE GERMAN SCHEREIBER 246 URBANIZACION SANTA ANA (SAN ISIDRO, LIMA, LIMA);ND;ACTIVIDADES INMOBILIARIAS REALIZADAS CON BIENES PROPIOS O ARRENDADOS;US;-12.09580201;-77.02357477
Vigente;27/11/2025;20602587470;C O INVERSIONES CENTRAL SOCIEDAD ANONIMA CERRADA C O INVERSIONES CENTRAL S.A.C.;LA LIBERTAD TRUJILLO TRUJILLO;AVENIDA PROLONGACION UNION  1449  (TRUJILLO, TRUJILLO, LA LIBERTAD);Pequeña Empresa;VENTA AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO;US;-8.097934005;-79.01195202
Vigente;22/11/2025;20612058661;SUMINISTROS KMC S.A.C.;Lima Lima Santiago de Surco;CALLE MONTE BLANCO 293 URBANIZACION CHACARILLA DEL ESTANQUE (SANTIAGO DE SURCO, LIMA, LIMA);Pequeña Empresa;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;US;-12.11356618;-76.98637014
Vigente;26/11/2025;20601468698;MARISOL ZVR S.A.C;Lima Lima Santiago de Surco;JR. SOR TITA NRO. 291 URB. BENAVIDES (CRUCE CON JR. SIMON SALGUERO) LIMA - LIMA - SANTIAGO DE SURCO;Micro Empresa;ELABORACION DE PRODUCTOS DE PANADERIA;US;-12.13021764;-77.0087214
Vigente;25/11/2025;10206628206;CANO COLLAZOS JAIME SALOMON;Lima Lima Pueblo Libre;AVENIDA DE LA MARINA 731 L26 - OYAGUE (PUEBLO LIBRE, LIMA, LIMA);ND;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;US;-12.08263155;-77.06934929
Vigente;26/11/2025;20604872708;ALGORES S.A.C.;Lima Lima La Victoria;AVENIDA JAVIER PRADO ESTE 1567 URBANIZACION SANTA CATALINA (LA VICTORIA, LIMA, LIMA);ND;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;US;-12.08874233;-77.01027242
Vigente;25/11/2025;10408646010;SECLEN ENEQUE LUIS FERNANDO;LAMBAYEQUE CHICLAYO CHICLAYO;CALLE LOS JAZMINES 161 URB. SAN LUIS (CHICLAYO, CHICLAYO, LAMBAYEQUE);Micro Empresa;VENTA AL POR MENOR DE ORDENADORES EQUIPO PERIFERICO PROGRAMA DE INFORMATICA Y EQUIPO DE TELECOMUNICION EN COMERCIOS ESPECIALIZADOS;US;-6.763318;-79.843816
Vigente;22/11/2025;20500792524;TRIADA S.A.C.;Lima Lima Lince;AVENIDA GENERAL ANTONIO ALVAREZ DE ARENALES 2390 (LINCE, LIMA, LIMA);Pequeña Empresa;ACTIVIDADES DE CONSULTORIA DE GESTION;US;-12.08813365;-77.03528281
Vigente;20/11/2025;20388307677;CUARZO TRAVEL S.R.LTDA;Lima Lima Miraflores;CALLE TENIENTE ENRIQUE PALACIOS 420 CERCADO DE MIRAFLORES (MIRAFLORES, LIMA, LIMA)CENTRO EMPRESARIAL ITALIKA TORRE 1  PISO 3  DPTO/INTERIOR 302;Micro Empresa;ACTIVIDADES DE AGENCIAS DE VIAJES;US;-12.11688299;-77.03273175
Vigente;20/11/2025;10401490545;MEJIA MUNOZ CARLOS ALBERTO;Lima Lima Independencia;CALLE LOS ANDES 25 (INDEPENDENCIA, LIMA, LIMA);ND;OTRAS ACTIVIDADES DE VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS;MS;-11.99117504;-77.0612061
Vigente;22/11/2025;20553803927;JARUSA COSMETIC S IMPORT SAC;LIMA LIMA LIMA;CALLE JUAN MANUEL DEL MAR Y BERNEDO 1151 CHACRA RIOS SUR (LIMA, LIMA, LIMA);Pequeña Empresa;VENTA AL POR MAYOR NO ESPECIALIZADA;US;-12.058905;-77.059495
Vigente;24/11/2025;20608759914;VERAGUA S.A.C.;Lima Lima San Isidro;CALLE MIGUEL DASSO NRO. 104 INT. 1001 URB. SANTA ISABEL LIMA - LIMA - SAN ISIDROEDIFICIO PUNTA DEL ESTE TORRE 1  PISO 10  DPTO/INTERIOR 1001;Micro Empresa;ACTIVIDADES INMOBILIARIAS REALIZADAS CON BIENES PROPIOS O ARRENDADOS;US;-12.10555745;-77.04048512
Vigente;20/11/2025;20517698131;BERTONATI TECHNOLOGIES S.A.C.;Lima Lima Miraflores;CALLE CORONEL JOSE JOAQUIN INCLAN 237 EDIFICIO BLU BUILDING II TORRE 1 PISO 7 OFICINA 712EDIFICIO BLU BUILDING II TORRE 1  PISO 7  DPTO/INTERIOR 712;Mediana Empresa;VENTA DE VEHICULOS AUTOMOTORES;US;-12.11748861;-77.03149748
Vigente;21/11/2025;20138473474;COOPERATIVA DE SERVICIOS ESPECIALES MERCADO N 2 DE SURQUILLO LTDA;Lima Lima Surquillo;CALLE CONTRALMIRANTE LIZARDO MONTERO 760 (SURQUILLO, LIMA, LIMA);Micro Empresa;ACTIVIDADES DE OTRAS ASOCIACIONES NO CLASIFICADOS PREVIAMENTE;US;-12.111296;-77.024025
Vigente;22/11/2025;20546270255;ALTERRA S.A.C.;Lima Lima Miraflores;AVENIDA GENERAL MANUEL DE MENDIBURU 562 PISO 4 DPTO. 407 URBANIZACION SANTA CRUZ (MIRAFLORES, LIMA, LIMA);Micro Empresa;ACTIVIDADES DE CONSULTORIA DE GESTION;MS;-12.11481598;-77.04534505
Vigente;24/11/2025;20605395512;ROLOPOM PERU S.A.C.;Lima Lima San Isidro;AV. RICARDO RIVERA NAVARRETE NRO. 515 INT. 1801 URB. JARDIN LIMA - LIMA - SAN ISIDROEDIFICIO CAPITAL TORRE 1  PISO 18  DPTO/INTERIOR 1801;Pequeña Empresa;VENTA AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICOS COSMETICOS Y ARTICULOS DE TOCADOR EN COMERCIOS ESPECIALIZADOS;US;-12.09260502;-77.02681282
Vigente;22/11/2025;20604544603;EKATEL E.I.R.L.;Lima Lima La Molina;PJ. FRAY JUNIPER SERRA MZA. K LOTE. 12 (LA MOLINA, LIMA, LIMA);Micro Empresa;VENTA AL POR MENOR DE ORDENADORES EQUIPO PERIFERICO PROGRAMA DE INFORMATICA Y EQUIPO DE TELECOMUNICION EN COMERCIOS ESPECIALIZADOS;US;-12.106504;-76.948799
Vigente;24/11/2025;20613096991;CONECTSOLUTIONS E.I.R.L.;Lima Lima San Borja;PJ LA ESCULTURA 149 INT 205 LAS TORRES DE LIMATAMBOEDIFICIO ALAMEDA DE LA ARQUITECTURA 140 MZ 3 - ZONA 10 C (TORRES DE LIMATAMBO) - TORRE 1 TORRE 1  PISO 2  DPTO/INTERIOR 205;Pequeña Empresa;OTRAS ACTIVIDADES DE TELECOMUNICACIONES;US;-12.109144;-77.003155
Vigente;24/11/2025;20613096991;CONECTSOLUTIONS E.I.R.L.;Lima Lima San Borja;PJ LA ESCULTURA 149 INT 213 LAS TORRES DE LIMATAMBOEDIFICIO ALAMEDA DE LA ARQUITECTURA 140 MZ 3 - ZONA 10 C (TORRES DE LIMATAMBO) - TORRE 1 TORRE 1  PISO 2  DPTO/INTERIOR 213;Pequeña Empresa;OTRAS ACTIVIDADES DE TELECOMUNICACIONES;US;-12.109144;-77.003155
Vigente;20/11/2025;20606067691;PORTERO SEGURO S.A.C;Lima Lima La Victoria;LUIS ALDANA 161, LA VICTORIA;Mediana Empresa;ACTIVIDADES DE SERVICIOS DE SISTEMAS DE SEGURIDAD;MS;-12.0874982;-77.01019181
Vigente;24/11/2025;20546412653;MARADUANAS S.A.C.;CALLAO CALLAO BELLAVISTA;JR. COSME BUENO NRO. 276 URB. SAN JOSE (COSME BUENO 276-278) PROV. CONST. DEL CALLAO - PROV. CONST. DEL CALLAO - BELLAVISTA;Pequeña Empresa;OTRAS ACTIVIDADES DE SERVICIOS PERSONALES NO CLASIFICADOS PREVIAMENTE;US;-12.057011;-77.094777
Vigente;21/11/2025;20125474129;INVERSIONES KIMER S.R.LTDA.;Lima Lima Santiago de Surco;AV. CAMINOS DEL INCA 2024 (SANTIAGO DE SURCO, LIMA, LIMA);Mediana Empresa;OTRAS ACTIVIDADES DE SERVICIOS FINANCIEROS EXCEPTO LAS DE SEGUROS Y FONDOS DE PENSIONES NO CLASIFICADOS PREVIAMENTE;MS;-12.1301;-76.982188
Vigente;25/11/2025;20546082092;MANTENIMIENTO Y SERVICIOS INDUSTRIALES DEDICADOS PLUS E.I.R.L MANTPLUS E.I.R.L.;Lima Lima Ate;AV. MICHAEL FARADAY MZA. X LOTE. 1 LIMA - LIMA - ATE;Pequeña Empresa;REPARACION DE MAQUINARIA;US;-12.066592;-76.976709
